product_id,name,category,total_units_sold,total_revenue_usd,return_rate_pct,revenue_leakage_pct
PROD0211,"PureForm Toys Item 211","Toys & Games",367,16677.47,3,5
PROD0403,"PrimeLine Home Item 403","Home & Kitchen",487,12720.56,3,5
PROD0009,"ZenLife Sports Item 9","Sports & Outdoors",315,98236.09,3,5
PROD0196,"NovaTech Home Item 196","Home & Kitchen",551,103470.6,3,5
PROD0045,"GlowUp Electronics Item 45",Electronics,442,28950.52,2,5
PROD0377,"StyleCo Clothing Item 377",Clothing,361,86948.53,3,5
PROD0096,"FunZone Books Item 96",Books,407,21587.19,3,5
PROD0112,"BoldEdge Toys Item 112","Toys & Games",344,7579,1,5
PROD0175,"StyleCo Toys Item 175","Toys & Games",1064,118003.31,2,5
PROD0442,"PureForm Toys Item 442","Toys & Games",263,31742.98,2,5
PROD0227,"BoldEdge Beauty Item 227","Beauty & Health",392,36081.23,3,5
PROD0443,"CoreBrand Electronics Item 443",Electronics,297,74033.13,2,5
PROD0477,"NexGen Toys Item 477","Toys & Games",267,27980.01,3,5
PROD0250,"ClearView Home Item 250","Home & Kitchen",532,145982.29,3,5
PROD0237,"HomePro Clothing Item 237",Clothing,411,89455.35,2,5
PROD0146,"HomePro Home Item 146","Home & Kitchen",448,131831.37,3,5
PROD0156,"NovaTech Home Item 156","Home & Kitchen",295,70698.33,2,5
PROD0245,"PrimeLine Clothing Item 245",Clothing,288,50800.14,3,5
PROD0036,"NovaTech Clothing Item 36",Clothing,592,13595.56,3,5
PROD0306,"ReadMore Home Item 306","Home & Kitchen",316,57260.08,3,5
PROD0412,"GlowUp Beauty Item 412","Beauty & Health",393,71331.01,3,5
PROD0034,"ClearView Toys Item 34","Toys & Games",301,35855.47,2,5
PROD0421,"ClearView Home Item 421","Home & Kitchen",286,87654.76,2,5
PROD0303,"GlowUp Electronics Item 303",Electronics,230,159300.6,3,5
PROD0002,"PrimeLine Clothing Item 2",Clothing,290,29785.45,2,5
PROD0078,"StyleCo Beauty Item 78","Beauty & Health",337,51072.38,2,5
PROD0394,"ActiveGear Toys Item 394","Toys & Games",290,31729.98,3,5
PROD0116,"NexGen Clothing Item 116",Clothing,524,132907.64,3,5
PROD0334,"HomePro Sports Item 334","Sports & Outdoors",318,77043.4,2,5
PROD0378,"ReadMore Home Item 378","Home & Kitchen",291,26708.47,1,5
PROD0015,"ZenLife Electronics Item 15",Electronics,337,299425.21,3,5
PROD0210,"NovaTech Electronics Item 210",Electronics,326,38641.64,2,5
PROD0013,"FunZone Clothing Item 13",Clothing,235,21028.75,3,5
PROD0482,"ActiveGear Home Item 482","Home & Kitchen",652,201779.01,2,5
PROD0154,"PureForm Toys Item 154","Toys & Games",455,57859.33,2,5
PROD0348,"ReadMore Home Item 348","Home & Kitchen",272,100990.05,2,5
PROD0191,"ActiveGear Clothing Item 191",Clothing,303,50189.93,2,5
PROD0065,"FunZone Clothing Item 65",Clothing,294,76805.67,2,5
PROD0427,"HomePro Home Item 427","Home & Kitchen",582,69931.31,2,5
PROD0137,"NexGen Sports Item 137","Sports & Outdoors",277,96954.5,3,5
PROD0258,"NexGen Sports Item 258","Sports & Outdoors",309,112883.72,3,5
PROD0020,"NovaTech Books Item 20",Books,249,9770.38,3,5
PROD0119,"BoldEdge Beauty Item 119","Beauty & Health",331,60498.65,3,5
PROD0049,"ReadMore Toys Item 49","Toys & Games",262,5516.95,2,5
PROD0206,"HomePro Clothing Item 206",Clothing,599,163474.69,2,4
PROD0162,"ActiveGear Clothing Item 162",Clothing,253,25360.38,3,4
PROD0035,"ClearView Books Item 35",Books,829,16640.72,2,4
PROD0390,"NexGen Electronics Item 390",Electronics,368,277105.51,3,4
PROD0194,"ZenLife Sports Item 194","Sports & Outdoors",379,167688.18,2,4
PROD0364,"StyleCo Home Item 364","Home & Kitchen",250,19674.58,1,4
PROD0465,"HomePro Electronics Item 465",Electronics,316,245981.96,1,4
PROD0134,"PrimeLine Electronics Item 134",Electronics,386,282424.54,3,4
PROD0178,"ReadMore Clothing Item 178",Clothing,302,42094.25,3,4
PROD0077,"ReadMore Home Item 77","Home & Kitchen",233,69594.81,4,4
PROD0189,"GlowUp Beauty Item 189","Beauty & Health",486,11988.96,2,4
PROD0283,"FunZone Home Item 283","Home & Kitchen",349,52552.23,2,4
PROD0410,"ZenLife Clothing Item 410",Clothing,660,92471.65,3,4
PROD0057,"FunZone Clothing Item 57",Clothing,316,44151.93,3,4
PROD0480,"PureForm Sports Item 480","Sports & Outdoors",371,165475.67,2,4
PROD0354,"ActiveGear Books Item 354",Books,561,20908.73,2,4
PROD0423,"BoldEdge Sports Item 423","Sports & Outdoors",370,134064.84,2,4
PROD0138,"CoreBrand Books Item 138",Books,481,22198.94,2,4
PROD0003,"GlowUp Home Item 3","Home & Kitchen",304,61507.21,2,4
PROD0051,"PrimeLine Clothing Item 51",Clothing,398,12421.34,2,4
PROD0155,"ActiveGear Sports Item 155","Sports & Outdoors",319,28586.58,1,4
PROD0428,"NovaTech Electronics Item 428",Electronics,251,26406.81,2,4
PROD0181,"NovaTech Books Item 181",Books,247,6791.45,2,4
PROD0318,"StyleCo Electronics Item 318",Electronics,530,579663.74,2,4
PROD0402,"CoreBrand Beauty Item 402","Beauty & Health",416,7434.32,3,4
PROD0281,"PureForm Electronics Item 281",Electronics,385,313511.74,2,4
PROD0152,"FunZone Toys Item 152","Toys & Games",318,32411.37,2,4
PROD0177,"BoldEdge Clothing Item 177",Clothing,302,71565.89,3,4
PROD0297,"NovaTech Electronics Item 297",Electronics,344,224323.25,3,4
PROD0344,"PureForm Electronics Item 344",Electronics,232,237092.9,2,4
PROD0444,"GlowUp Home Item 444","Home & Kitchen",259,92261.2,1,4
PROD0062,"StyleCo Books Item 62",Books,247,11583.17,2,4
PROD0405,"CoreBrand Clothing Item 405",Clothing,377,64219.11,3,4
PROD0485,"NovaTech Books Item 485",Books,566,20688.23,2,4
PROD0010,"FunZone Sports Item 10","Sports & Outdoors",364,15168.28,2,4
PROD0266,"StyleCo Home Item 266","Home & Kitchen",313,71275.8,2,4
PROD0132,"BoldEdge Sports Item 132","Sports & Outdoors",336,76434.04,2,4
PROD0500,"FunZone Beauty Item 500","Beauty & Health",431,22530.97,3,4
PROD0252,"BoldEdge Toys Item 252","Toys & Games",433,44583.15,2,4
PROD0039,"PrimeLine Toys Item 39","Toys & Games",272,15914.33,3,4
PROD0262,"FunZone Clothing Item 262",Clothing,385,75485.53,3,4
PROD0087,"NexGen Toys Item 87","Toys & Games",698,37491.04,2,4
PROD0042,"NexGen Electronics Item 42",Electronics,218,206256.47,3,4
PROD0030,"FunZone Beauty Item 30","Beauty & Health",434,45704.47,2,4
PROD0024,"CoreBrand Toys Item 24","Toys & Games",347,30552.97,2,4
PROD0019,"StyleCo Beauty Item 19","Beauty & Health",631,80468.31,3,4
PROD0007,"NexGen Books Item 7",Books,220,10261.36,1,4
PROD0192,"NexGen Electronics Item 192",Electronics,369,324690.41,3,4
PROD0433,"FunZone Books Item 433",Books,275,11019.54,2,4
PROD0058,"ActiveGear Clothing Item 58",Clothing,619,154132.78,3,4
PROD0294,"PureForm Sports Item 294","Sports & Outdoors",316,57444.12,2,4
PROD0217,"ActiveGear Clothing Item 217",Clothing,297,53170.69,2,4
PROD0225,"PrimeLine Home Item 225","Home & Kitchen",237,70451.78,1,4
PROD0113,"BoldEdge Books Item 113",Books,253,14107.94,2,4
PROD0278,"ZenLife Electronics Item 278",Electronics,380,69017.97,3,4
PROD0120,"PureForm Home Item 120","Home & Kitchen",400,40694.54,2,3
PROD0218,"ActiveGear Beauty Item 218","Beauty & Health",483,43927.32,1,3
PROD0329,"NovaTech Clothing Item 329",Clothing,240,22488.71,2,3
PROD0317,"BoldEdge Clothing Item 317",Clothing,323,71084.86,2,3
PROD0376,"PrimeLine Electronics Item 376",Electronics,284,54353.59,2,3
PROD0040,"PrimeLine Electronics Item 40",Electronics,288,115501.16,2,3
PROD0489,"StyleCo Toys Item 489","Toys & Games",259,4173.74,2,3
PROD0161,"ClearView Toys Item 161","Toys & Games",277,38264.16,3,3
PROD0440,"PureForm Electronics Item 440",Electronics,260,46416.01,3,3
PROD0446,"FunZone Clothing Item 446",Clothing,236,7386.14,3,3
PROD0243,"StyleCo Electronics Item 243",Electronics,232,223476.45,2,3
PROD0233,"ClearView Home Item 233","Home & Kitchen",286,11478.32,2,3
PROD0079,"PrimeLine Beauty Item 79","Beauty & Health",327,3825.95,2,3
PROD0409,"ClearView Clothing Item 409",Clothing,258,61713.56,3,3
PROD0418,"NexGen Books Item 418",Books,588,8315.94,2,3
PROD0275,"ClearView Books Item 275",Books,263,3657.95,2,3
PROD0346,"GlowUp Electronics Item 346",Electronics,222,48712.93,2,3
PROD0067,"NovaTech Home Item 67","Home & Kitchen",397,24581.74,1,3
PROD0236,"StyleCo Electronics Item 236",Electronics,231,117338.11,1,3
PROD0268,"NexGen Electronics Item 268",Electronics,302,17595.61,2,3
PROD0122,"NexGen Electronics Item 122",Electronics,262,160647.05,2,3
PROD0083,"HomePro Books Item 83",Books,245,12517.81,2,2
PROD0300,"ClearView Electronics Item 300",Electronics,324,93898.56,2,2
PROD0302,"PrimeLine Electronics Item 302",Electronics,362,296475.72,1,2
PROD0263,"PureForm Sports Item 263","Sports & Outdoors",233,85413.98,2,2
PROD0439,"BoldEdge Clothing Item 439",Clothing,281,11148.59,2,2
PROD0387,"PureForm Sports Item 387","Sports & Outdoors",273,12950.49,1,2
PROD0025,"ActiveGear Toys Item 25","Toys & Games",236,18624.35,2,2
PROD0469,"ClearView Clothing Item 469",Clothing,332,67688.99,2,2
PROD0332,"NovaTech Toys Item 332","Toys & Games",513,45842.94,2,2
PROD0322,"FunZone Home Item 322","Home & Kitchen",446,123507.14,1,2
PROD0232,"NexGen Clothing Item 232",Clothing,281,34933.74,1,2
PROD0400,"FunZone Electronics Item 400",Electronics,331,115039.83,1,1
PROD0270,"ActiveGear Home Item 270","Home & Kitchen",358,42768.7,1,1
