product_id,name,category,avg_stock_units,total_revenue_usd,total_refunds_usd,refund_rate_pct,OEI_score
PROD0265,"HomePro Home Item 265","Home & Kitchen",11,77658.38,5787.9,7.45,84.99
PROD0292,"ZenLife Toys Item 292","Toys & Games",6,10352.82,773.9,7.48,84.98
PROD0498,"ZenLife Clothing Item 498",Clothing,2,16737.17,1257.25,7.51,84.96
PROD0242,"ZenLife Sports Item 242","Sports & Outdoors",15,135777.7,10140.43,7.47,84.91
PROD0054,"FunZone Clothing Item 54",Clothing,13,59753.7,4476.53,7.49,84.89
PROD0351,"PrimeLine Electronics Item 351",Electronics,2,22347.14,1687.65,7.55,84.88
PROD0139,"ReadMore Home Item 139","Home & Kitchen",10,75881.84,5716.2,7.53,84.84
PROD0343,"CoreBrand Clothing Item 343",Clothing,24,92228.68,6888.84,7.47,84.82
PROD0491,"ClearView Books Item 491",Books,4,5910.96,448,7.58,84.8
PROD0437,"ActiveGear Clothing Item 437",Clothing,22,63234.1,4743.48,7.5,84.78
PROD0048,"FunZone Beauty Item 48","Beauty & Health",7,50928.59,3858.85,7.58,84.77
PROD0248,"ActiveGear Home Item 248","Home & Kitchen",38,98734.3,7336.37,7.43,84.76
PROD0478,"ActiveGear Clothing Item 478",Clothing,12,21032.46,1589.84,7.56,84.76
PROD0499,"BoldEdge Clothing Item 499",Clothing,31,17315.22,1293.3,7.47,84.75
PROD0123,"ClearView Beauty Item 123","Beauty & Health",11,12584.94,952.32,7.57,84.75
PROD0339,"NovaTech Home Item 339","Home & Kitchen",22,127267.65,9587.92,7.53,84.72
PROD0261,"ZenLife Electronics Item 261",Electronics,21,352878.51,26660.19,7.56,84.67
PROD0107,"NexGen Clothing Item 107",Clothing,32,340156.05,25638.38,7.54,84.6
PROD0463,"NexGen Sports Item 463","Sports & Outdoors",16,164063.49,12509.17,7.62,84.6
PROD0284,"HomePro Electronics Item 284",Electronics,23,246756.25,18836.85,7.63,84.51
PROD0174,"ActiveGear Electronics Item 174",Electronics,15,517829.93,39824.4,7.69,84.47
PROD0426,"StyleCo Clothing Item 426",Clothing,3,72013.82,5603.9,7.78,84.41
PROD0093,"ReadMore Clothing Item 93",Clothing,17,55033.28,4269.6,7.76,84.31
PROD0253,"BoldEdge Sports Item 253","Sports & Outdoors",24,93672.42,7243.03,7.73,84.3
PROD0326,"ReadMore Home Item 326","Home & Kitchen",8,93676.1,7327.23,7.82,84.28
PROD0434,"BoldEdge Beauty Item 434","Beauty & Health",14,10225.23,796.05,7.79,84.28
PROD0429,"FunZone Clothing Item 429",Clothing,3,42709.41,3358.06,7.86,84.25
PROD0125,"CoreBrand Electronics Item 125",Electronics,47,441998.11,33840.07,7.66,84.21
PROD0472,"NovaTech Home Item 472","Home & Kitchen",35,260455.88,20193.24,7.75,84.15
PROD0037,"PureForm Beauty Item 37","Beauty & Health",22,15500.8,1211.84,7.82,84.14
PROD0340,"ClearView Beauty Item 340","Beauty & Health",7,40332.93,3186.9,7.9,84.13
PROD0382,"StyleCo Clothing Item 382",Clothing,37,13013.44,1009.5,7.76,84.11
PROD0143,"StyleCo Electronics Item 143",Electronics,5,409830.32,32487.64,7.93,84.09
PROD0158,"StyleCo Sports Item 158","Sports & Outdoors",6,39474.87,3135.87,7.94,84.06
PROD0323,"ActiveGear Home Item 323","Home & Kitchen",20,189283.92,14930.92,7.89,84.02
PROD0404,"GlowUp Books Item 404",Books,11,3141.1,249.35,7.94,84.01
PROD0204,"ZenLife Electronics Item 204",Electronics,14,311379.89,24679.91,7.93,84
PROD0100,"BoldEdge Sports Item 100","Sports & Outdoors",16,109758.67,8758.68,7.98,83.88
PROD0385,"HomePro Home Item 385","Home & Kitchen",18,40457.47,3242.04,8.01,83.8
PROD0336,"PrimeLine Books Item 336",Books,30,63001.6,5016.13,7.96,83.78
PROD0287,"BoldEdge Sports Item 287","Sports & Outdoors",18,34780.66,2788.35,8.02,83.78
PROD0081,"CoreBrand Sports Item 81","Sports & Outdoors",10,189905.22,15400.98,8.11,83.68
PROD0355,"NovaTech Books Item 355",Books,8,9646.74,783.89,8.13,83.66
PROD0353,"ActiveGear Home Item 353","Home & Kitchen",66,209449.44,16449.81,7.85,83.64
PROD0190,"PrimeLine Home Item 190","Home & Kitchen",5,57196.83,4667.02,8.16,83.63
PROD0215,"ActiveGear Sports Item 215","Sports & Outdoors",22,112657.2,9103.24,8.08,83.62
PROD0349,"BoldEdge Toys Item 349","Toys & Games",32,57842.08,4655.5,8.05,83.58
PROD0264,"ActiveGear Clothing Item 264",Clothing,9,179491.11,14672.69,8.17,83.57
PROD0396,"PureForm Clothing Item 396",Clothing,64,52034.8,4123.58,7.92,83.52
PROD0159,"CoreBrand Sports Item 159","Sports & Outdoors",20,21024.92,1710.95,8.14,83.52
PROD0109,"BoldEdge Clothing Item 109",Clothing,15,37387.41,3056.37,8.17,83.51
PROD0456,"PureForm Electronics Item 456",Electronics,16,73441.05,6000.42,8.17,83.5
PROD0379,"BoldEdge Books Item 379",Books,10,3721.3,305.85,8.22,83.46
PROD0330,"GlowUp Home Item 330","Home & Kitchen",12,5729.57,472.19,8.24,83.4
PROD0226,"StyleCo Sports Item 226","Sports & Outdoors",23,80966.56,6639.22,8.2,83.37
PROD0249,"HomePro Books Item 249",Books,5,7320.51,607.05,8.29,83.37
PROD0023,"FunZone Clothing Item 23",Clothing,111,166958,12985.12,7.78,83.33
PROD0150,"PureForm Electronics Item 150",Electronics,11,341868.61,28310.38,8.28,83.33
PROD0073,"HomePro Clothing Item 73",Clothing,4,26254.58,2183.95,8.32,83.32
PROD0492,"PureForm Clothing Item 492",Clothing,12,20009.15,1657.48,8.28,83.32
PROD0060,"NovaTech Clothing Item 60",Clothing,4,34868.18,2905.26,8.33,83.3
PROD0184,"ZenLife Home Item 184","Home & Kitchen",13,92655.57,7706.14,8.32,83.23
PROD0126,"HomePro Sports Item 126","Sports & Outdoors",17,192446.18,16033.71,8.33,83.17
PROD0414,"CoreBrand Sports Item 414","Sports & Outdoors",3,175574.68,14784.99,8.42,83.13
PROD0267,"FunZone Electronics Item 267",Electronics,17,202116.89,16919.02,8.37,83.09
PROD0171,"GlowUp Sports Item 171","Sports & Outdoors",9,145019.24,12245.08,8.44,83.03
PROD0367,"ZenLife Clothing Item 367",Clothing,15,26507.39,2233.2,8.42,83.01
PROD0295,"ActiveGear Sports Item 295","Sports & Outdoors",5,119066.46,10111.58,8.49,82.97
PROD0014,"GlowUp Toys Item 14","Toys & Games",21,33632.24,2833.36,8.42,82.95
PROD0240,"PureForm Books Item 240",Books,22,32824.39,2763.56,8.42,82.94
PROD0082,"CoreBrand Clothing Item 82",Clothing,17,4779.01,405,8.47,82.89
PROD0327,"ClearView Beauty Item 327","Beauty & Health",37,98727.32,8276.1,8.38,82.87
PROD0200,"CoreBrand Clothing Item 200",Clothing,23,96005.3,8122.41,8.46,82.85
PROD0104,"ClearView Toys Item 104","Toys & Games",38,31262.77,2622.98,8.39,82.84
PROD0386,"CoreBrand Electronics Item 386",Electronics,37,51367.64,4316.6,8.4,82.83
PROD0255,"BoldEdge Home Item 255","Home & Kitchen",7,103486.53,8866.38,8.57,82.79
PROD0290,"BoldEdge Electronics Item 290",Electronics,22,335948.42,28858.24,8.59,82.6
PROD0115,"GlowUp Electronics Item 115",Electronics,69,827586.55,69328.02,8.38,82.55
PROD0449,"ClearView Electronics Item 449",Electronics,18,52929.82,4572.08,8.64,82.54
PROD0431,"StyleCo Clothing Item 431",Clothing,10,54780.73,4772.98,8.71,82.48
PROD0157,"BoldEdge Books Item 157",Books,4,6449.43,564.93,8.76,82.44
PROD0285,"ZenLife Clothing Item 285",Clothing,33,189574.21,16427.32,8.67,82.33
PROD0474,"NovaTech Beauty Item 474","Beauty & Health",8,64715.66,5730.12,8.85,82.22
PROD0074,"FunZone Electronics Item 74",Electronics,11,393781.88,34816.94,8.84,82.21
PROD0328,"StyleCo Home Item 328","Home & Kitchen",11,30662.92,2712.63,8.85,82.19
PROD0103,"GlowUp Clothing Item 103",Clothing,49,218192.51,18952.52,8.69,82.13
PROD0393,"HomePro Electronics Item 393",Electronics,3,144109.72,12865.29,8.93,82.11
PROD0451,"BoldEdge Clothing Item 451",Clothing,15,51747.87,4596.25,8.88,82.09
PROD0163,"PrimeLine Beauty Item 163","Beauty & Health",7,40970.89,3662.4,8.94,82.05
PROD0179,"ClearView Beauty Item 179","Beauty & Health",2,35393.34,3176.59,8.98,82.02
PROD0357,"GlowUp Beauty Item 357","Beauty & Health",22,32500.82,2889.17,8.89,82
PROD0012,"GlowUp Electronics Item 12",Electronics,33,535522.6,47338.83,8.84,81.99
PROD0273,"GlowUp Electronics Item 273",Electronics,13,272993.24,24467.56,8.96,81.95
PROD0272,"FunZone Sports Item 272","Sports & Outdoors",18,17009.22,1521.37,8.94,81.94
PROD0383,"CoreBrand Clothing Item 383",Clothing,4,37463.33,3374.84,9.01,81.94
PROD0401,"ZenLife Beauty Item 401","Beauty & Health",19,12672.57,1133.04,8.94,81.93
PROD0282,"ActiveGear Clothing Item 282",Clothing,27,103016.84,9192.93,8.92,81.89
PROD0450,"NovaTech Sports Item 450","Sports & Outdoors",7,81585.49,7360.29,9.02,81.89
PROD0455,"StyleCo Sports Item 455","Sports & Outdoors",12,102236.78,9216.41,9.01,81.86
PROD0479,"NexGen Home Item 479","Home & Kitchen",3,32242.19,2928.14,9.08,81.81
PROD0198,"PrimeLine Electronics Item 198",Electronics,3,121208,11030.8,9.1,81.77
PROD0493,"PureForm Sports Item 493","Sports & Outdoors",22,101297.42,9139.62,9.02,81.74
PROD0454,"ZenLife Books Item 454",Books,32,28254.88,2549.24,9.02,81.64
PROD0408,"ZenLife Home Item 408","Home & Kitchen",17,19688.09,1792.01,9.1,81.63
PROD0092,"FunZone Clothing Item 92",Clothing,10,38804.18,3551.71,9.15,81.6
PROD0269,"StyleCo Beauty Item 269","Beauty & Health",33,41072.01,3720.5,9.06,81.55
PROD0167,"BoldEdge Toys Item 167","Toys & Games",14,13648.17,1254.49,9.19,81.48
PROD0027,"PureForm Clothing Item 27",Clothing,13,48831.71,4491.71,9.2,81.47
PROD0160,"StyleCo Sports Item 160","Sports & Outdoors",24,201131.68,18408.58,9.15,81.46
PROD0094,"NexGen Books Item 94",Books,16,3900.23,358.34,9.19,81.46
PROD0308,"NexGen Sports Item 308","Sports & Outdoors",4,149923.99,13867.45,9.25,81.46
PROD0436,"ZenLife Beauty Item 436","Beauty & Health",4,16873.94,1562.4,9.26,81.44
PROD0406,"GlowUp Clothing Item 406",Clothing,69,20253,1822.72,9,81.31
PROD0460,"ActiveGear Toys Item 460","Toys & Games",54,67245.37,6122.89,9.11,81.24
PROD0359,"PrimeLine Sports Item 359","Sports & Outdoors",32,42324.05,3909.79,9.24,81.2
PROD0422,"ReadMore Electronics Item 422",Electronics,8,266454.7,25048.08,9.4,81.12
PROD0071,"NovaTech Electronics Item 71",Electronics,11,47239.82,4438.98,9.4,81.09
PROD0101,"ZenLife Electronics Item 101",Electronics,25,193797.38,18102.91,9.34,81.07
PROD0298,"PureForm Home Item 298","Home & Kitchen",5,53496.12,5057.39,9.45,81.05
PROD0389,"NexGen Beauty Item 389","Beauty & Health",14,16481.53,1551.46,9.41,81.04
PROD0097,"HomePro Clothing Item 97",Clothing,3,67244.42,6380.94,9.49,80.99
PROD0203,"ActiveGear Books Item 203",Books,47,13178.54,1224.71,9.29,80.95
PROD0072,"ClearView Sports Item 72","Sports & Outdoors",7,71210.55,6755.07,9.49,80.95
PROD0289,"ZenLife Home Item 289","Home & Kitchen",13,64789.62,6137.12,9.47,80.93
PROD0307,"GlowUp Electronics Item 307",Electronics,13,405825.28,38453.93,9.48,80.91
PROD0141,"GlowUp Sports Item 141","Sports & Outdoors",14,121742.46,11574.21,9.51,80.84
PROD0055,"ZenLife Clothing Item 55",Clothing,468,1230499.7,89184.3,7.25,80.82
PROD0399,"GlowUp Beauty Item 399","Beauty & Health",18,53045.78,5046.1,9.51,80.8
PROD0216,"CoreBrand Electronics Item 216",Electronics,7,942666.6,90739.56,9.63,80.67
PROD0438,"ActiveGear Toys Item 438","Toys & Games",13,30445.02,2922.84,9.6,80.67
PROD0209,"ReadMore Electronics Item 209",Electronics,23,260900.29,24971.17,9.57,80.63
PROD0483,"ZenLife Toys Item 483","Toys & Games",34,64154.65,6106.66,9.52,80.62
PROD0473,"ClearView Electronics Item 473",Electronics,7,140680.99,13632.46,9.69,80.55
PROD0314,"GlowUp Clothing Item 314",Clothing,37,138088.93,13180.81,9.55,80.53
PROD0053,"CoreBrand Home Item 53","Home & Kitchen",17,86578.92,8353.64,9.65,80.53
PROD0214,"BoldEdge Toys Item 214","Toys & Games",31,24904.63,2404.81,9.66,80.37
PROD0108,"CoreBrand Home Item 108","Home & Kitchen",13,44035.17,4296.11,9.76,80.35
PROD0085,"GlowUp Sports Item 85","Sports & Outdoors",37,305315.05,29500.41,9.66,80.31
PROD0358,"ZenLife Home Item 358","Home & Kitchen",5,63009.34,6187.54,9.82,80.31
PROD0362,"StyleCo Books Item 362",Books,15,7341.24,719.67,9.8,80.25
PROD0416,"NovaTech Clothing Item 416",Clothing,11,74953.48,7396.96,9.87,80.15
PROD0149,"FunZone Sports Item 149","Sports & Outdoors",45,171003.3,16624.2,9.72,80.11
PROD0366,"PureForm Books Item 366",Books,8,6944.09,694.32,10,79.92
PROD0363,"ClearView Toys Item 363","Toys & Games",8,38284.2,3841.46,10.03,79.86
PROD0356,"NexGen Electronics Item 356",Electronics,38,301870.41,30187.05,10,79.62
PROD0050,"ReadMore Books Item 50",Books,15,16477.37,1671.42,10.14,79.57
PROD0321,"StyleCo Toys Item 321","Toys & Games",15,35620.92,3616.51,10.15,79.55
PROD0341,"FunZone Books Item 341",Books,10,1868.7,192.23,10.29,79.32
PROD0165,"GlowUp Beauty Item 165","Beauty & Health",15,26964.82,2802.56,10.39,79.07
PROD0006,"ReadMore Beauty Item 6","Beauty & Health",5,32550.18,3400.54,10.45,79.05
PROD0070,"ZenLife Electronics Item 70",Electronics,8,162697.36,17118.08,10.52,78.88
PROD0133,"FunZone Home Item 133","Home & Kitchen",12,37175.94,3908.06,10.51,78.86
PROD0464,"FunZone Home Item 464","Home & Kitchen",17,91501.54,9606.55,10.5,78.83
PROD0337,"StyleCo Clothing Item 337",Clothing,16,55498.71,5852.3,10.54,78.76
PROD0459,"ReadMore Beauty Item 459","Beauty & Health",19,57185.7,6031.74,10.55,78.71
PROD0458,"GlowUp Clothing Item 458",Clothing,15,31704.51,3372.02,10.64,78.57
PROD0021,"NexGen Sports Item 21","Sports & Outdoors",14,90154.61,9603.72,10.65,78.56
PROD0495,"NexGen Clothing Item 495",Clothing,14,54002.05,5780.74,10.7,78.46
PROD0420,"ReadMore Electronics Item 420",Electronics,14,416032.63,44972.56,10.81,78.24
PROD0453,"ZenLife Clothing Item 453",Clothing,17,99368.43,10781.4,10.85,78.13
PROD0008,"PrimeLine Beauty Item 8","Beauty & Health",3,2627.19,287.96,10.96,78.05
PROD0201,"ActiveGear Electronics Item 201",Electronics,2,32107.6,3534.71,11.01,77.96
PROD0076,"BoldEdge Sports Item 76","Sports & Outdoors",27,190174.52,20739.99,10.91,77.91
PROD0032,"ReadMore Beauty Item 32","Beauty & Health",12,38113.94,4191.17,11,77.88
PROD0413,"ActiveGear Home Item 413","Home & Kitchen",17,4620.81,511.41,11.07,77.69
PROD0091,"StyleCo Toys Item 91","Toys & Games",9,32840.44,3650.24,11.12,77.67
PROD0391,"HomePro Home Item 391","Home & Kitchen",17,94316.53,10608.1,11.25,77.33
PROD0110,"PureForm Beauty Item 110","Beauty & Health",11,51735.3,5877.26,11.36,77.17
PROD0256,"GlowUp Clothing Item 256",Clothing,16,35491.9,4047.11,11.4,77.04
PROD0238,"PureForm Clothing Item 238",Clothing,16,44508.6,5097.87,11.45,76.94
PROD0441,"PrimeLine Electronics Item 441",Electronics,14,181431.6,20822.19,11.48,76.9
PROD0476,"HomePro Sports Item 476","Sports & Outdoors",9,22477.02,2587.83,11.51,76.89
PROD0372,"ActiveGear Clothing Item 372",Clothing,9,23097.84,2705.81,11.71,76.49
PROD0288,"CoreBrand Toys Item 288","Toys & Games",15,30466.18,3571.06,11.72,76.41
PROD0342,"ActiveGear Clothing Item 342",Clothing,5,63106.97,7460.85,11.82,76.31
PROD0425,"ZenLife Home Item 425","Home & Kitchen",6,24492.14,2910.31,11.88,76.18
PROD0471,"ZenLife Sports Item 471","Sports & Outdoors",18,42407.85,5057.89,11.93,75.96
PROD0448,"CoreBrand Home Item 448","Home & Kitchen",4,4246.73,512.26,12.06,75.84
PROD0380,"CoreBrand Sports Item 380","Sports & Outdoors",1,19908.17,2427.18,12.19,75.61
PROD0168,"StyleCo Clothing Item 168",Clothing,14,99365.1,12210.06,12.29,75.28
PROD0487,"NovaTech Clothing Item 487",Clothing,9,45996.62,5665.06,12.32,75.27
PROD0286,"GlowUp Home Item 286","Home & Kitchen",48,145554.86,17723.43,12.18,75.16
PROD0231,"StyleCo Electronics Item 231",Electronics,25,58566.75,7244.7,12.37,75.01
PROD0183,"ZenLife Clothing Item 183",Clothing,14,13559.84,1685.65,12.43,75
PROD0041,"NexGen Books Item 41",Books,17,16243.43,2018.18,12.42,74.99
PROD0369,"ClearView Beauty Item 369","Beauty & Health",14,17109.97,2138.26,12.5,74.86
PROD0271,"PureForm Clothing Item 271",Clothing,13,16024.61,2044.02,12.76,74.35
PROD0118,"PrimeLine Beauty Item 118","Beauty & Health",9,54247.1,6950.54,12.81,74.29
PROD0279,"ZenLife Clothing Item 279",Clothing,2,50907.42,6662.73,13.09,73.8
PROD0124,"FunZone Electronics Item 124",Electronics,7,352335.27,47475.74,13.47,72.99
PROD0208,"ReadMore Electronics Item 208",Electronics,7,192714.77,26024.18,13.5,72.93
PROD0197,"StyleCo Electronics Item 197",Electronics,22,284833.49,39162.7,13.75,72.28
PROD0098,"BoldEdge Home Item 98","Home & Kitchen",13,31564.29,4398.04,13.93,72.01
PROD0046,"PureForm Toys Item 46","Toys & Games",21,47476.42,6602.22,13.91,71.97
PROD0234,"GlowUp Clothing Item 234",Clothing,13,31035.08,4358.99,14.05,71.77
PROD0411,"StyleCo Clothing Item 411",Clothing,13,41446.88,6005.39,14.49,70.89
PROD0304,"FunZone Electronics Item 304",Electronics,7,125066.27,18324.81,14.65,70.63
PROD0176,"PrimeLine Clothing Item 176",Clothing,10,44427.83,6545.62,14.73,70.44
PROD0212,"HomePro Home Item 212","Home & Kitchen",15,15498.81,2281.03,14.72,70.41
PROD0090,"NexGen Sports Item 90","Sports & Outdoors",23,46225.73,7340.58,15.88,68.01
