product_id,name,category,total_units_sold,daily_sales_rate,current_stock,days_of_supply_remaining,inventory_status
PROD0272,"FunZone Sports Item 272","Sports & Outdoors",420,0.38,18,47,"Healthy Stock"
PROD0274,"ZenLife Beauty Item 274","Beauty & Health",277,0.26,12,47,"Healthy Stock"
PROD0286,"GlowUp Home Item 286","Home & Kitchen",1127,1.03,48,47,"Healthy Stock"
PROD0289,"ZenLife Home Item 289","Home & Kitchen",298,0.28,13,47,"Healthy Stock"
PROD0319,"ActiveGear Sports Item 319","Sports & Outdoors",288,0.27,13,47,"Healthy Stock"
PROD0330,"GlowUp Home Item 330","Home & Kitchen",277,0.26,12,47,"Healthy Stock"
PROD0371,"CoreBrand Home Item 371","Home & Kitchen",502,0.46,22,47,"Healthy Stock"
PROD0397,"ClearView Books Item 397",Books,372,0.34,16,47,"Healthy Stock"
PROD0433,"FunZone Books Item 433",Books,275,0.26,12,47,"Healthy Stock"
PROD0495,"NexGen Clothing Item 495",Clothing,316,0.30,14,47,"Healthy Stock"
PROD0054,"FunZone Clothing Item 54",Clothing,299,0.27,13,48,"Healthy Stock"
PROD0064,"HomePro Toys Item 64","Toys & Games",271,0.25,12,48,"Healthy Stock"
PROD0193,"CoreBrand Books Item 193",Books,293,0.27,13,48,"Healthy Stock"
PROD0244,"BoldEdge Books Item 244",Books,361,0.33,16,48,"Healthy Stock"
PROD0478,"ActiveGear Clothing Item 478",Clothing,268,0.25,12,48,"Healthy Stock"
PROD0130,"BoldEdge Clothing Item 130",Clothing,739,0.67,33,49,"Healthy Stock"
PROD0151,"BoldEdge Home Item 151","Home & Kitchen",533,0.49,24,49,"Healthy Stock"
PROD0205,"StyleCo Books Item 205",Books,292,0.27,13,49,"Healthy Stock"
PROD0215,"ActiveGear Sports Item 215","Sports & Outdoors",489,0.45,22,49,"Healthy Stock"
PROD0230,"GlowUp Home Item 230","Home & Kitchen",849,0.78,38,49,"Healthy Stock"
PROD0233,"ClearView Home Item 233","Home & Kitchen",286,0.26,13,49,"Healthy Stock"
PROD0242,"ZenLife Sports Item 242","Sports & Outdoors",334,0.30,15,49,"Healthy Stock"
PROD0359,"PrimeLine Sports Item 359","Sports & Outdoors",710,0.65,32,49,"Healthy Stock"
PROD0022,"ClearView Clothing Item 22",Clothing,386,0.36,18,50,"Healthy Stock"
PROD0133,"FunZone Home Item 133","Home & Kitchen",260,0.24,12,50,"Healthy Stock"
PROD0167,"BoldEdge Toys Item 167","Toys & Games",304,0.28,14,50,"Healthy Stock"
PROD0176,"PrimeLine Clothing Item 176",Clothing,213,0.20,10,50,"Healthy Stock"
PROD0204,"ZenLife Electronics Item 204",Electronics,303,0.28,14,50,"Healthy Stock"
PROD0218,"ActiveGear Beauty Item 218","Beauty & Health",483,0.44,22,50,"Healthy Stock"
PROD0273,"GlowUp Electronics Item 273",Electronics,284,0.26,13,50,"Healthy Stock"
PROD0317,"BoldEdge Clothing Item 317",Clothing,323,0.30,15,50,"Healthy Stock"
PROD0391,"HomePro Home Item 391","Home & Kitchen",367,0.34,17,50,"Healthy Stock"
PROD0446,"FunZone Clothing Item 446",Clothing,236,0.22,11,50,"Healthy Stock"
PROD0094,"NexGen Books Item 94",Books,340,0.31,16,51,"Healthy Stock"
PROD0108,"CoreBrand Home Item 108","Home & Kitchen",271,0.25,13,51,"Healthy Stock"
PROD0226,"StyleCo Sports Item 226","Sports & Outdoors",491,0.45,23,51,"Healthy Stock"
PROD0305,"ActiveGear Clothing Item 305",Clothing,449,0.41,21,51,"Healthy Stock"
PROD0362,"StyleCo Books Item 362",Books,318,0.29,15,51,"Healthy Stock"
PROD0067,"NovaTech Home Item 67","Home & Kitchen",397,0.37,19,52,"Healthy Stock"
PROD0099,"CoreBrand Beauty Item 99","Beauty & Health",370,0.35,18,52,"Healthy Stock"
PROD0224,"GlowUp Books Item 224",Books,358,0.33,17,52,"Healthy Stock"
PROD0234,"GlowUp Clothing Item 234",Clothing,273,0.25,13,52,"Healthy Stock"
PROD0248,"ActiveGear Home Item 248","Home & Kitchen",794,0.72,38,52,"Healthy Stock"
PROD0046,"PureForm Toys Item 46","Toys & Games",431,0.40,21,53,"Healthy Stock"
PROD0200,"CoreBrand Clothing Item 200",Clothing,463,0.43,23,53,"Healthy Stock"
PROD0238,"PureForm Clothing Item 238",Clothing,330,0.30,16,53,"Healthy Stock"
PROD0258,"NexGen Sports Item 258","Sports & Outdoors",309,0.29,15,53,"Healthy Stock"
PROD0291,"CoreBrand Home Item 291","Home & Kitchen",787,0.72,38,53,"Healthy Stock"
PROD0328,"StyleCo Home Item 328","Home & Kitchen",225,0.21,11,53,"Healthy Stock"
PROD0462,"HomePro Home Item 462","Home & Kitchen",268,0.24,13,53,"Healthy Stock"
PROD0001,"CoreBrand Books Item 1",Books,321,0.30,16,54,"Healthy Stock"
PROD0028,"GlowUp Home Item 28","Home & Kitchen",763,0.70,38,54,"Healthy Stock"
PROD0183,"ZenLife Clothing Item 183",Clothing,280,0.26,14,54,"Healthy Stock"
PROD0276,"ClearView Electronics Item 276",Electronics,2676,2.44,132,54,"Healthy Stock"
PROD0432,"ReadMore Home Item 432","Home & Kitchen",284,0.26,14,54,"Healthy Stock"
PROD0447,"ClearView Clothing Item 447",Clothing,528,0.48,26,54,"Healthy Stock"
PROD0455,"StyleCo Sports Item 455","Sports & Outdoors",241,0.22,12,54,"Healthy Stock"
PROD0014,"GlowUp Toys Item 14","Toys & Games",416,0.38,21,55,"Healthy Stock"
PROD0146,"HomePro Home Item 146","Home & Kitchen",448,0.42,23,55,"Healthy Stock"
PROD0160,"StyleCo Sports Item 160","Sports & Outdoors",476,0.44,24,55,"Healthy Stock"
PROD0162,"ActiveGear Clothing Item 162",Clothing,253,0.24,13,55,"Healthy Stock"
PROD0164,"ReadMore Home Item 164","Home & Kitchen",316,0.29,16,55,"Healthy Stock"
PROD0250,"ClearView Home Item 250","Home & Kitchen",532,0.49,27,55,"Healthy Stock"
PROD0339,"NovaTech Home Item 339","Home & Kitchen",435,0.40,22,55,"Healthy Stock"
PROD0223,"ReadMore Sports Item 223","Sports & Outdoors",483,0.44,25,56,"Healthy Stock"
PROD0384,"GlowUp Home Item 384","Home & Kitchen",312,0.28,16,56,"Healthy Stock"
PROD0411,"StyleCo Clothing Item 411",Clothing,247,0.23,13,56,"Healthy Stock"
PROD0093,"ReadMore Clothing Item 93",Clothing,326,0.30,17,57,"Healthy Stock"
PROD0187,"ClearView Clothing Item 187",Clothing,398,0.37,21,57,"Healthy Stock"
PROD0181,"NovaTech Books Item 181",Books,247,0.23,13,58,"Healthy Stock"
PROD0260,"NovaTech Electronics Item 260",Electronics,431,0.40,23,58,"Healthy Stock"
PROD0333,"PrimeLine Electronics Item 333",Electronics,338,0.31,18,58,"Healthy Stock"
PROD0334,"HomePro Sports Item 334","Sports & Outdoors",318,0.29,17,58,"Healthy Stock"
PROD0413,"ActiveGear Home Item 413","Home & Kitchen",311,0.29,17,58,"Healthy Stock"
PROD0439,"BoldEdge Clothing Item 439",Clothing,281,0.26,15,58,"Healthy Stock"
PROD0041,"NexGen Books Item 41",Books,304,0.29,17,59,"Healthy Stock"
PROD0115,"GlowUp Electronics Item 115",Electronics,1271,1.17,69,59,"Healthy Stock"
PROD0119,"BoldEdge Beauty Item 119","Beauty & Health",331,0.30,18,59,"Healthy Stock"
PROD0271,"PureForm Clothing Item 271",Clothing,238,0.22,13,59,"Healthy Stock"
PROD0325,"ReadMore Clothing Item 325",Clothing,273,0.26,15,59,"Healthy Stock"
PROD0356,"NexGen Electronics Item 356",Electronics,704,0.64,38,59,"Healthy Stock"
PROD0382,"StyleCo Clothing Item 382",Clothing,682,0.62,37,59,"Healthy Stock"
PROD0434,"BoldEdge Beauty Item 434","Beauty & Health",254,0.24,14,59,"Healthy Stock"
PROD0005,"HomePro Clothing Item 5",Clothing,379,0.35,21,60,"Healthy Stock"
PROD0010,"FunZone Sports Item 10","Sports & Outdoors",364,0.33,20,60,"Healthy Stock"
PROD0178,"ReadMore Clothing Item 178",Clothing,302,0.28,17,60,"Healthy Stock"
PROD0197,"StyleCo Electronics Item 197",Electronics,399,0.37,22,60,"Healthy Stock"
PROD0290,"BoldEdge Electronics Item 290",Electronics,401,0.37,22,60,"Healthy Stock"
PROD0332,"NovaTech Toys Item 332","Toys & Games",513,0.47,28,60,"Healthy Stock"
PROD0485,"NovaTech Books Item 485",Books,566,0.52,31,60,"Healthy Stock"
PROD0493,"PureForm Sports Item 493","Sports & Outdoors",400,0.37,22,60,"Healthy Stock"
PROD0020,"NovaTech Books Item 20",Books,249,0.23,14,61,"Healthy Stock"
PROD0128,"GlowUp Sports Item 128","Sports & Outdoors",428,0.40,24,61,"Healthy Stock"
PROD0212,"HomePro Home Item 212","Home & Kitchen",266,0.25,15,61,"Healthy Stock"
PROD0284,"HomePro Electronics Item 284",Electronics,412,0.38,23,61,"Healthy Stock"
PROD0385,"HomePro Home Item 385","Home & Kitchen",317,0.30,18,61,"Healthy Stock"
PROD0475,"ActiveGear Books Item 475",Books,347,0.33,20,61,"Healthy Stock"
PROD0062,"StyleCo Books Item 62",Books,247,0.23,14,62,"Healthy Stock"
PROD0079,"PrimeLine Beauty Item 79","Beauty & Health",327,0.31,19,62,"Healthy Stock"
PROD0103,"GlowUp Clothing Item 103",Clothing,868,0.79,49,62,"Healthy Stock"
PROD0132,"BoldEdge Sports Item 132","Sports & Outdoors",336,0.31,19,62,"Healthy Stock"
PROD0134,"PrimeLine Electronics Item 134",Electronics,386,0.35,22,62,"Healthy Stock"
PROD0343,"CoreBrand Clothing Item 343",Clothing,417,0.39,24,62,"Healthy Stock"
PROD0365,"BoldEdge Electronics Item 365",Electronics,672,0.61,38,62,"Healthy Stock"
PROD0458,"GlowUp Clothing Item 458",Clothing,262,0.24,15,62,"Healthy Stock"
PROD0214,"BoldEdge Toys Item 214","Toys & Games",538,0.49,31,63,"Healthy Stock"
PROD0297,"NovaTech Electronics Item 297",Electronics,344,0.32,20,63,"Healthy Stock"
PROD0367,"ZenLife Clothing Item 367",Clothing,255,0.24,15,63,"Healthy Stock"
PROD0378,"ReadMore Home Item 378","Home & Kitchen",291,0.27,17,63,"Healthy Stock"
PROD0483,"ZenLife Toys Item 483","Toys & Games",590,0.54,34,63,"Healthy Stock"
PROD0488,"BoldEdge Home Item 488","Home & Kitchen",314,0.29,18,63,"Healthy Stock"
PROD0082,"CoreBrand Clothing Item 82",Clothing,286,0.26,17,64,"Healthy Stock"
PROD0113,"BoldEdge Books Item 113",Books,253,0.23,15,64,"Healthy Stock"
PROD0186,"BoldEdge Home Item 186","Home & Kitchen",257,0.23,15,64,"Healthy Stock"
PROD0247,"ZenLife Home Item 247","Home & Kitchen",1474,1.35,86,64,"Healthy Stock"
PROD0311,"PrimeLine Home Item 311","Home & Kitchen",425,0.39,25,64,"Healthy Stock"
PROD0437,"ActiveGear Clothing Item 437",Clothing,363,0.34,22,64,"Healthy Stock"
PROD0456,"PureForm Electronics Item 456",Electronics,272,0.25,16,64,"Healthy Stock"
PROD0101,"ZenLife Electronics Item 101",Electronics,414,0.38,25,65,"Healthy Stock"
PROD0153,"GlowUp Sports Item 153","Sports & Outdoors",1324,1.21,78,65,"Healthy Stock"
PROD0239,"CoreBrand Clothing Item 239",Clothing,318,0.29,19,65,"Healthy Stock"
PROD0253,"BoldEdge Sports Item 253","Sports & Outdoors",403,0.37,24,65,"Healthy Stock"
PROD0294,"PureForm Sports Item 294","Sports & Outdoors",316,0.29,19,65,"Healthy Stock"
PROD0369,"ClearView Beauty Item 369","Beauty & Health",235,0.22,14,65,"Healthy Stock"
PROD0389,"NexGen Beauty Item 389","Beauty & Health",231,0.22,14,65,"Healthy Stock"
PROD0443,"CoreBrand Electronics Item 443",Electronics,297,0.28,18,65,"Healthy Stock"
PROD0469,"ClearView Clothing Item 469",Clothing,332,0.31,20,65,"Healthy Stock"
PROD0029,"PureForm Home Item 29","Home & Kitchen",449,0.41,27,66,"Healthy Stock"
PROD0037,"PureForm Beauty Item 37","Beauty & Health",367,0.33,22,66,"Healthy Stock"
PROD0076,"BoldEdge Sports Item 76","Sports & Outdoors",437,0.41,27,66,"Healthy Stock"
PROD0084,"ClearView Toys Item 84","Toys & Games",1012,0.93,61,66,"Healthy Stock"
PROD0169,"HomePro Electronics Item 169",Electronics,408,0.38,25,66,"Healthy Stock"
PROD0222,"CoreBrand Home Item 222","Home & Kitchen",476,0.44,29,66,"Healthy Stock"
PROD0350,"BoldEdge Sports Item 350","Sports & Outdoors",299,0.27,18,66,"Healthy Stock"
PROD0353,"ActiveGear Home Item 353","Home & Kitchen",1097,1.00,66,66,"Healthy Stock"
PROD0357,"GlowUp Beauty Item 357","Beauty & Health",366,0.33,22,66,"Healthy Stock"
PROD0399,"GlowUp Beauty Item 399","Beauty & Health",296,0.27,18,66,"Healthy Stock"
PROD0400,"FunZone Electronics Item 400",Electronics,331,0.30,20,66,"Healthy Stock"
PROD0464,"FunZone Home Item 464","Home & Kitchen",282,0.26,17,66,"Healthy Stock"
PROD0100,"BoldEdge Sports Item 100","Sports & Outdoors",254,0.24,16,67,"Healthy Stock"
PROD0221,"PureForm Sports Item 221","Sports & Outdoors",340,0.32,21,67,"Healthy Stock"
PROD0237,"HomePro Clothing Item 237",Clothing,411,0.38,25,67,"Healthy Stock"
PROD0299,"GlowUp Books Item 299",Books,356,0.33,22,67,"Healthy Stock"
PROD0320,"BoldEdge Home Item 320","Home & Kitchen",295,0.28,19,67,"Healthy Stock"
PROD0401,"ZenLife Beauty Item 401","Beauty & Health",302,0.28,19,67,"Healthy Stock"
PROD0424,"GlowUp Toys Item 424","Toys & Games",263,0.24,16,67,"Healthy Stock"
PROD0444,"GlowUp Home Item 444","Home & Kitchen",259,0.24,16,67,"Healthy Stock"
PROD0165,"GlowUp Beauty Item 165","Beauty & Health",238,0.22,15,68,"Healthy Stock"
PROD0194,"ZenLife Sports Item 194","Sports & Outdoors",379,0.36,24,68,"Healthy Stock"
PROD0199,"NexGen Electronics Item 199",Electronics,221,0.20,14,68,"Healthy Stock"
PROD0207,"BoldEdge Sports Item 207","Sports & Outdoors",402,0.37,25,68,"Healthy Stock"
PROD0282,"ActiveGear Clothing Item 282",Clothing,431,0.40,27,68,"Healthy Stock"
PROD0287,"BoldEdge Sports Item 287","Sports & Outdoors",287,0.26,18,68,"Healthy Stock"
PROD0288,"CoreBrand Toys Item 288","Toys & Games",240,0.22,15,68,"Healthy Stock"
PROD0337,"StyleCo Clothing Item 337",Clothing,255,0.24,16,68,"Healthy Stock"
PROD0159,"CoreBrand Sports Item 159","Sports & Outdoors",309,0.29,20,69,"Healthy Stock"
PROD0267,"FunZone Electronics Item 267",Electronics,269,0.25,17,69,"Healthy Stock"
PROD0314,"GlowUp Clothing Item 314",Clothing,591,0.54,37,69,"Healthy Stock"
PROD0386,"CoreBrand Electronics Item 386",Electronics,591,0.54,37,69,"Healthy Stock"
PROD0410,"ZenLife Clothing Item 410",Clothing,660,0.61,42,69,"Healthy Stock"
PROD0471,"ZenLife Sports Item 471","Sports & Outdoors",280,0.26,18,69,"Healthy Stock"
PROD0499,"BoldEdge Clothing Item 499",Clothing,486,0.45,31,69,"Healthy Stock"
PROD0047,"CoreBrand Sports Item 47","Sports & Outdoors",264,0.24,17,70,"Healthy Stock"
PROD0209,"ReadMore Electronics Item 209",Electronics,357,0.33,23,70,"Healthy Stock"
PROD0398,"PureForm Electronics Item 398",Electronics,440,0.40,28,70,"Healthy Stock"
PROD0403,"PrimeLine Home Item 403","Home & Kitchen",487,0.44,31,70,"Healthy Stock"
PROD0430,"NovaTech Toys Item 430","Toys & Games",299,0.27,19,70,"Healthy Stock"
PROD0441,"PrimeLine Electronics Item 441",Electronics,216,0.20,14,70,"Healthy Stock"
PROD0449,"ClearView Electronics Item 449",Electronics,280,0.26,18,70,"Healthy Stock"
PROD0026,"BoldEdge Clothing Item 26",Clothing,803,0.73,52,71,"Healthy Stock"
PROD0053,"CoreBrand Home Item 53","Home & Kitchen",254,0.24,17,71,"Healthy Stock"
PROD0090,"NexGen Sports Item 90","Sports & Outdoors",345,0.32,23,71,"Healthy Stock"
PROD0251,"GlowUp Books Item 251",Books,261,0.24,17,71,"Healthy Stock"
PROD0327,"ClearView Beauty Item 327","Beauty & Health",565,0.52,37,71,"Healthy Stock"
PROD0465,"HomePro Electronics Item 465",Electronics,316,0.29,21,71,"Healthy Stock"
PROD0017,"ReadMore Sports Item 17","Sports & Outdoors",862,0.79,57,72,"Healthy Stock"
PROD0030,"FunZone Beauty Item 30","Beauty & Health",434,0.40,29,72,"Healthy Stock"
PROD0088,"HomePro Beauty Item 88","Beauty & Health",503,0.46,33,72,"Healthy Stock"
PROD0144,"GlowUp Beauty Item 144","Beauty & Health",439,0.40,29,72,"Healthy Stock"
PROD0155,"ActiveGear Sports Item 155","Sports & Outdoors",319,0.29,21,72,"Healthy Stock"
PROD0482,"ActiveGear Home Item 482","Home & Kitchen",652,0.60,43,72,"Healthy Stock"
PROD0038,"CoreBrand Clothing Item 38",Clothing,462,0.43,31,73,"Healthy Stock"
PROD0136,"ClearView Toys Item 136","Toys & Games",315,0.29,21,73,"Healthy Stock"
PROD0140,"ZenLife Clothing Item 140",Clothing,463,0.43,31,73,"Healthy Stock"
PROD0149,"FunZone Sports Item 149","Sports & Outdoors",674,0.61,45,73,"Healthy Stock"
PROD0252,"BoldEdge Toys Item 252","Toys & Games",433,0.40,29,73,"Healthy Stock"
PROD0269,"StyleCo Beauty Item 269","Beauty & Health",492,0.45,33,73,"Healthy Stock"
PROD0349,"BoldEdge Toys Item 349","Toys & Games",481,0.44,32,73,"Healthy Stock"
PROD0055,"ZenLife Clothing Item 55",Clothing,6888,6.28,468,74,"Healthy Stock"
PROD0125,"CoreBrand Electronics Item 125",Electronics,695,0.64,47,74,"Healthy Stock"
PROD0129,"PureForm Electronics Item 129",Electronics,526,0.48,36,74,"Healthy Stock"
PROD0203,"ActiveGear Books Item 203",Books,691,0.63,47,74,"Healthy Stock"
PROD0296,"HomePro Sports Item 296","Sports & Outdoors",277,0.26,19,74,"Healthy Stock"
PROD0035,"ClearView Books Item 35",Books,829,0.76,57,75,"Healthy Stock"
PROD0111,"ActiveGear Books Item 111",Books,353,0.32,24,75,"Healthy Stock"
PROD0406,"GlowUp Clothing Item 406",Clothing,1013,0.92,69,75,"Healthy Stock"
