return_id,transaction_id,customer_id,product_id,return_date,reason,refund_amount_usd,restocked
RET01445,TXN020551,CUST03790,PROD0055,2024-09-30,changed_mind,188.93,True
RET01446,TXN020596,CUST00719,PROD0055,2024-09-17,wrong_item,358.97,True
RET01447,TXN020613,CUST04807,PROD0217,2024-12-23,wrong_item,170.78,True
RET01448,TXN020628,CUST05759,PROD0027,2023-02-18,wrong_item,372.24,True
RET01449,TXN020718,CUST01380,PROD0183,2024-12-14,wrong_item,102.94,True
RET01450,TXN020719,CUST01068,PROD0146,2022-11-20,not_as_described,498.06,True
RET01451,TXN020733,CUST01581,PROD0307,2022-07-30,defective,2139.3,True
RET01452,TXN020742,CUST04015,PROD0174,2023-11-25,defective,1015.35,True
RET01453,TXN020752,CUST04756,PROD0280,2024-03-30,defective,514.49,True
RET01454,TXN020753,CUST03392,PROD0403,2022-03-16,defective,27.48,True
RET01455,TXN020759,CUST01641,PROD0090,2024-06-29,not_as_described,283.42,True
RET01456,TXN020773,CUST03715,PROD0198,2024-01-05,changed_mind,1308.0,False
RET01457,TXN020810,CUST03164,PROD0273,2024-11-25,not_as_described,1621.04,True
RET01458,TXN020812,CUST00785,PROD0109,2024-05-14,defective,74.64,True
RET01459,TXN020821,CUST03995,PROD0084,2022-03-25,wrong_item,185.5,False
RET01460,TXN020822,CUST02364,PROD0179,2022-12-26,not_as_described,257.56,False
RET01461,TXN020833,CUST03516,PROD0055,2023-10-30,not_as_described,802.95,False
RET01462,TXN020836,CUST06260,PROD0104,2023-06-07,changed_mind,56.6,True
RET01463,TXN020843,CUST05513,PROD0409,2023-08-31,not_as_described,240.92,False
RET01464,TXN020855,CUST06414,PROD0269,2022-05-16,defective,177.8,True
RET01465,TXN020859,CUST03294,PROD0481,2024-11-20,defective,112.74,False
RET01466,TXN020946,CUST07888,PROD0359,2024-09-06,changed_mind,315.05,True
RET01467,TXN020970,CUST06974,PROD0160,2023-04-28,not_as_described,848.94,True
RET01468,TXN020971,CUST06542,PROD0239,2023-09-14,late_delivery,52.95,True
RET01469,TXN020979,CUST05746,PROD0419,2022-10-16,changed_mind,708.81,True
RET01470,TXN020982,CUST01878,PROD0109,2022-12-06,not_as_described,62.86,False
RET01471,TXN021053,CUST06779,PROD0002,2022-03-28,changed_mind,308.85,True
RET01472,TXN021055,CUST00025,PROD0146,2022-06-08,wrong_item,311.29,True
RET01473,TXN021057,CUST06850,PROD0050,2022-04-06,wrong_item,50.42,True
RET01474,TXN021087,CUST04197,PROD0486,2024-01-21,wrong_item,180.15,True
RET01475,TXN021105,CUST03296,PROD0338,2023-11-04,changed_mind,139.3,False
RET01476,TXN021112,CUST01330,PROD0034,2022-07-05,changed_mind,119.33,True
RET01477,TXN021126,CUST00994,PROD0441,2024-06-24,defective,3536.68,False
RET01478,TXN021156,CUST02187,PROD0392,2023-12-27,changed_mind,13.82,True
RET01479,TXN021195,CUST00223,PROD0091,2022-05-24,not_as_described,112.04,True
RET01480,TXN021199,CUST04961,PROD0317,2024-10-24,not_as_described,699.54,True
RET01481,TXN021203,CUST04117,PROD0212,2023-05-07,defective,184.95,True
RET01482,TXN021208,CUST04516,PROD0443,2024-01-11,wrong_item,521.36,False
RET01483,TXN021213,CUST07331,PROD0370,2024-03-26,changed_mind,394.56,True
RET01484,TXN021223,CUST01713,PROD0336,2023-12-29,not_as_described,39.52,False
RET01485,TXN021227,CUST03695,PROD0406,2022-10-20,defective,105.85,False
RET01486,TXN021246,CUST03003,PROD0428,2024-07-13,changed_mind,105.58,True
RET01487,TXN021269,CUST02723,PROD0192,2022-12-07,changed_mind,892.78,False
RET01488,TXN021297,CUST05073,PROD0055,2022-09-26,not_as_described,170.04,True
RET01489,TXN021316,CUST06996,PROD0356,2023-08-14,late_delivery,1730.18,True
RET01490,TXN021318,CUST07467,PROD0365,2024-12-13,wrong_item,683.9,True
RET01491,TXN021337,CUST01990,PROD0467,2024-09-16,not_as_described,256.21,True
RET01492,TXN021354,CUST05464,PROD0460,2024-12-01,defective,32.15,False
RET01493,TXN021358,CUST07655,PROD0291,2024-03-03,wrong_item,215.47,False
RET01494,TXN021371,CUST07442,PROD0376,2022-06-09,defective,202.85,True
RET01495,TXN021382,CUST07196,PROD0104,2023-09-12,late_delivery,28.3,True
RET01496,TXN021398,CUST02614,PROD0211,2022-04-25,defective,96.92,True
RET01497,TXN021416,CUST00529,PROD0238,2024-06-11,not_as_described,767.88,True
RET01498,TXN021440,CUST00411,PROD0313,2023-12-07,late_delivery,161.79,False
RET01499,TXN021446,CUST00284,PROD0289,2022-04-22,not_as_described,198.35,True
RET01500,TXN021447,CUST03628,PROD0486,2023-05-08,changed_mind,56.89,True
RET01501,TXN021460,CUST02103,PROD0395,2022-12-11,changed_mind,844.06,True
RET01502,TXN021469,CUST03000,PROD0205,2023-04-14,late_delivery,55.37,True
RET01503,TXN021470,CUST06292,PROD0252,2022-05-10,not_as_described,218.76,True
RET01504,TXN021485,CUST00396,PROD0467,2024-08-13,wrong_item,320.26,False
RET01505,TXN021499,CUST01048,PROD0398,2022-08-13,wrong_item,938.84,True
RET01506,TXN021502,CUST07892,PROD0074,2023-12-03,not_as_described,1017.38,False
RET01507,TXN021505,CUST07875,PROD0204,2024-07-02,late_delivery,1957.0,True
RET01508,TXN021560,CUST03193,PROD0044,2023-12-23,defective,1492.64,True
RET01509,TXN021573,CUST05699,PROD0023,2022-09-02,wrong_item,57.46,False
RET01510,TXN021579,CUST00146,PROD0496,2023-04-14,changed_mind,387.9,False
RET01511,TXN021586,CUST07794,PROD0126,2024-07-07,changed_mind,1499.26,True
RET01512,TXN021601,CUST06928,PROD0283,2023-08-17,not_as_described,152.21,True
RET01513,TXN021617,CUST01895,PROD0028,2022-10-09,not_as_described,202.88,True
RET01514,TXN021633,CUST05374,PROD0055,2023-06-12,wrong_item,897.42,False
RET01515,TXN021651,CUST06272,PROD0389,2024-08-20,not_as_described,356.01,True
RET01516,TXN021675,CUST01223,PROD0321,2024-05-26,changed_mind,50.23,True
RET01517,TXN021693,CUST01048,PROD0023,2023-01-03,changed_mind,121.3,False
RET01518,TXN021696,CUST03000,PROD0235,2024-12-08,changed_mind,1221.18,True
RET01519,TXN021703,CUST05157,PROD0421,2022-03-20,defective,2457.76,True
RET01520,TXN021724,CUST02109,PROD0366,2024-06-06,defective,19.81,True
RET01521,TXN021737,CUST03496,PROD0467,2022-03-05,not_as_described,288.23,False
RET01522,TXN021741,CUST04654,PROD0452,2023-11-27,not_as_described,328.74,False
RET01523,TXN021755,CUST06196,PROD0403,2023-01-03,changed_mind,24.73,False
RET01524,TXN021760,CUST04682,PROD0359,2023-04-14,defective,504.08,True
RET01525,TXN021774,CUST03209,PROD0182,2023-01-03,defective,767.09,True
RET01526,TXN021776,CUST01479,PROD0307,2024-07-16,changed_mind,3048.5,True
RET01527,TXN021779,CUST00814,PROD0202,2023-12-11,defective,941.87,True
RET01528,TXN021782,CUST07467,PROD0074,2023-04-02,late_delivery,960.86,True
RET01529,TXN021786,CUST05060,PROD0468,2023-01-29,not_as_described,1105.06,True
RET01530,TXN021804,CUST00919,PROD0403,2022-06-28,wrong_item,74.2,True
RET01531,TXN021810,CUST05467,PROD0417,2023-11-04,changed_mind,66.1,True
RET01532,TXN021817,CUST01194,PROD0157,2023-08-24,late_delivery,27.03,True
RET01533,TXN021825,CUST07888,PROD0070,2024-08-31,changed_mind,410.14,True
RET01534,TXN021858,CUST07201,PROD0170,2024-08-16,not_as_described,7.22,True
RET01535,TXN021860,CUST04788,PROD0180,2023-10-08,wrong_item,22.39,True
RET01536,TXN021863,CUST06388,PROD0467,2024-05-27,not_as_described,960.78,True
RET01537,TXN021882,CUST05293,PROD0085,2022-04-29,defective,254.43,True
RET01538,TXN021916,CUST07453,PROD0117,2023-07-29,not_as_described,89.16,True
RET01539,TXN021982,CUST07163,PROD0055,2023-02-22,wrong_item,151.14,True
RET01540,TXN021990,CUST00540,PROD0217,2023-10-28,not_as_described,189.76,True
RET01541,TXN022015,CUST00815,PROD0004,2024-10-12,changed_mind,830.21,False
RET01542,TXN022030,CUST05528,PROD0349,2022-08-02,changed_mind,506.72,False
RET01543,TXN022031,CUST01343,PROD0263,2022-10-31,changed_mind,389.13,True
RET01544,TXN022038,CUST02493,PROD0260,2022-07-26,not_as_described,894.92,False
RET01545,TXN022043,CUST01344,PROD0161,2022-07-13,not_as_described,147.34,True
RET01546,TXN022068,CUST01699,PROD0261,2024-12-12,defective,572.37,True
RET01547,TXN022070,CUST04535,PROD0255,2023-10-31,not_as_described,209.36,True
RET01548,TXN022078,CUST05133,PROD0396,2022-09-16,not_as_described,31.54,True
RET01549,TXN022087,CUST01048,PROD0419,2022-01-03,defective,236.27,True
RET01550,TXN022088,CUST04889,PROD0492,2024-10-11,changed_mind,288.54,True
RET01551,TXN022092,CUST06011,PROD0313,2024-12-14,defective,436.83,True
RET01552,TXN022094,CUST05464,PROD0470,2022-02-21,wrong_item,253.93,False
RET01553,TXN022123,CUST00138,PROD0443,2024-11-20,late_delivery,990.58,False
RET01554,TXN022126,CUST00607,PROD0005,2022-05-25,wrong_item,49.88,True
RET01555,TXN022130,CUST01713,PROD0195,2024-06-18,late_delivery,267.81,True
RET01556,TXN022150,CUST03891,PROD0413,2023-01-12,wrong_item,94.56,True
RET01557,TXN022171,CUST03695,PROD0037,2023-08-23,not_as_described,42.56,True
RET01558,TXN022177,CUST07004,PROD0250,2024-10-02,changed_mind,277.53,True
RET01559,TXN022187,CUST05478,PROD0276,2022-06-16,changed_mind,711.45,True
RET01560,TXN022214,CUST01674,PROD0496,2022-04-07,changed_mind,698.22,True
RET01561,TXN022223,CUST07877,PROD0284,2024-04-19,not_as_described,636.38,True
RET01562,TXN022226,CUST03742,PROD0085,2023-05-15,defective,214.26,False
RET01563,TXN022234,CUST01432,PROD0499,2023-06-28,late_delivery,75.3,False
RET01564,TXN022268,CUST03124,PROD0247,2024-07-23,defective,265.38,True
RET01565,TXN022274,CUST02043,PROD0279,2023-10-28,not_as_described,208.21,True
RET01566,TXN022280,CUST07501,PROD0366,2022-12-08,late_delivery,53.17,True
RET01567,TXN022327,CUST04750,PROD0218,2023-08-17,not_as_described,155.15,True
RET01568,TXN022345,CUST01332,PROD0170,2024-12-28,not_as_described,8.58,False
RET01569,TXN022358,CUST02371,PROD0104,2024-06-24,late_delivery,29.79,True
RET01570,TXN022388,CUST03343,PROD0467,2025-01-07,defective,288.23,True
RET01571,TXN022390,CUST04669,PROD0107,2022-11-24,defective,262.06,True
RET01572,TXN022402,CUST06883,PROD0272,2024-09-14,not_as_described,43.53,True
RET01573,TXN022406,CUST00342,PROD0139,2023-12-05,changed_mind,487.64,True
RET01574,TXN022408,CUST02149,PROD0382,2023-10-02,wrong_item,101.05,False
RET01575,TXN022409,CUST04010,PROD0026,2023-09-23,wrong_item,244.49,True
RET01576,TXN022425,CUST05393,PROD0197,2022-10-03,not_as_described,1217.89,False
RET01577,TXN022452,CUST06742,PROD0020,2023-09-26,not_as_described,37.46,True
RET01578,TXN022461,CUST07726,PROD0305,2024-10-20,late_delivery,245.61,True
RET01579,TXN022462,CUST03459,PROD0247,2023-10-10,changed_mind,312.21,True
RET01580,TXN022496,CUST00584,PROD0397,2023-09-05,wrong_item,48.18,False
RET01581,TXN022518,CUST04398,PROD0248,2022-09-28,defective,659.15,False
RET01582,TXN022530,CUST03425,PROD0226,2024-11-01,changed_mind,158.71,True
RET01583,TXN022533,CUST01040,PROD0023,2022-10-16,defective,63.84,True
RET01584,TXN022544,CUST01127,PROD0200,2022-11-05,wrong_item,220.12,True
RET01585,TXN022568,CUST07398,PROD0487,2023-02-05,wrong_item,244.48,True
RET01586,TXN022586,CUST07626,PROD0397,2024-05-21,defective,130.09,False
RET01587,TXN022612,CUST07308,PROD0169,2024-08-13,defective,1087.07,False
RET01588,TXN022622,CUST01227,PROD0035,2022-07-09,changed_mind,21.27,False
RET01589,TXN022640,CUST04512,PROD0070,2022-01-28,not_as_described,1467.88,True
RET01590,TXN022647,CUST07905,PROD0438,2024-01-08,changed_mind,454.16,True
RET01591,TXN022666,CUST06991,PROD0326,2023-11-21,not_as_described,190.07,True
RET01592,TXN022667,CUST03432,PROD0370,2022-06-05,defective,415.33,True
RET01593,TXN022671,CUST05705,PROD0028,2024-09-14,defective,202.88,True
RET01594,TXN022706,CUST06488,PROD0065,2023-12-05,defective,278.08,True
RET01595,TXN022741,CUST00235,PROD0416,2022-01-20,changed_mind,129.27,True
RET01596,TXN022752,CUST07292,PROD0441,2024-07-23,wrong_item,839.96,True
RET01597,TXN022756,CUST07922,PROD0078,2023-11-06,not_as_described,144.52,False
RET01598,TXN022766,CUST06749,PROD0086,2023-11-07,wrong_item,148.92,False
RET01599,TXN022770,CUST01546,PROD0465,2023-04-01,changed_mind,743.15,False
RET01600,TXN022816,CUST02677,PROD0055,2024-12-31,changed_mind,321.18,False
RET01601,TXN022821,CUST03693,PROD0267,2023-12-22,wrong_item,1505.67,False
RET01602,TXN022837,CUST07963,PROD0358,2022-07-22,changed_mind,125.99,True
RET01603,TXN022838,CUST05921,PROD0264,2022-11-25,late_delivery,217.97,False
RET01604,TXN022871,CUST02619,PROD0040,2022-09-23,late_delivery,423.78,True
RET01605,TXN022919,CUST00765,PROD0439,2023-10-04,not_as_described,42.11,False
RET01606,TXN022927,CUST05248,PROD0115,2024-03-16,not_as_described,2603.23,True
RET01607,TXN022943,CUST04906,PROD0117,2023-11-30,defective,13.37,False
RET01608,TXN022966,CUST02802,PROD0064,2024-12-27,defective,265.57,False
RET01609,TXN022983,CUST01225,PROD0355,2022-11-27,not_as_described,218.35,True
RET01610,TXN022998,CUST05974,PROD0293,2022-12-28,not_as_described,278.67,True
RET01611,TXN023013,CUST01052,PROD0170,2023-01-30,defective,8.58,True
RET01612,TXN023029,CUST05509,PROD0104,2024-12-20,wrong_item,29.79,False
RET01613,TXN023066,CUST03179,PROD0276,2024-05-19,changed_mind,1501.95,True
RET01614,TXN023098,CUST06430,PROD0378,2023-12-04,defective,91.93,False
RET01615,TXN023117,CUST00105,PROD0368,2023-11-16,not_as_described,504.6,True
RET01616,TXN023122,CUST05079,PROD0437,2024-07-29,not_as_described,165.15,True
RET01617,TXN023127,CUST01429,PROD0021,2023-01-18,defective,273.61,True
RET01618,TXN023145,CUST03742,PROD0462,2024-03-16,changed_mind,25.06,True
RET01619,TXN023172,CUST06179,PROD0487,2023-03-26,late_delivery,64.94,True
RET01620,TXN023189,CUST06419,PROD0121,2022-02-08,wrong_item,393.19,False
RET01621,TXN023217,CUST00948,PROD0237,2022-08-04,not_as_described,462.6,True
RET01622,TXN023234,CUST04803,PROD0200,2024-03-25,defective,990.54,True
RET01623,TXN023242,CUST04449,PROD0263,2022-11-10,wrong_item,311.3,True
RET01624,TXN023244,CUST04130,PROD0034,2023-09-30,changed_mind,854.15,True
RET01625,TXN023246,CUST02028,PROD0244,2024-11-27,wrong_item,36.15,False
RET01626,TXN023252,CUST03232,PROD0276,2024-09-04,changed_mind,2252.92,False
RET01627,TXN023261,CUST04586,PROD0134,2023-11-05,wrong_item,732.67,True
RET01628,TXN023262,CUST07115,PROD0392,2023-04-08,defective,15.36,True
RET01629,TXN023275,CUST01695,PROD0478,2024-10-04,defective,245.85,False
RET01630,TXN023300,CUST03643,PROD0340,2024-04-07,not_as_described,243.74,True
RET01631,TXN023345,CUST02469,PROD0107,2022-04-09,not_as_described,291.18,True
RET01632,TXN023356,CUST03969,PROD0431,2022-09-02,late_delivery,167.65,True
RET01633,TXN023365,CUST01583,PROD0332,2023-02-03,defective,84.56,True
RET01634,TXN023431,CUST05885,PROD0226,2022-04-11,changed_mind,149.89,True
RET01635,TXN023468,CUST00354,PROD0004,2024-12-13,wrong_item,3320.84,False
RET01636,TXN023492,CUST06625,PROD0201,2022-08-24,defective,575.24,True
RET01637,TXN023529,CUST02429,PROD0452,2022-07-30,not_as_described,109.58,True
RET01638,TXN023549,CUST04589,PROD0107,2024-11-19,changed_mind,262.06,False
RET01639,TXN023589,CUST05248,PROD0306,2024-12-03,not_as_described,306.77,True
RET01640,TXN023652,CUST06764,PROD0354,2024-07-28,late_delivery,39.54,False
RET01641,TXN023683,CUST06640,PROD0017,2024-12-28,wrong_item,1572.98,True
RET01642,TXN023685,CUST03551,PROD0361,2023-01-28,changed_mind,2647.79,False
RET01643,TXN023705,CUST03547,PROD0415,2023-06-12,changed_mind,630.12,True
RET01644,TXN023718,CUST01480,PROD0025,2022-05-31,not_as_described,83.07,True
RET01645,TXN023723,CUST04117,PROD0209,2022-05-08,wrong_item,1471.17,False
RET01646,TXN023747,CUST01083,PROD0457,2022-03-05,not_as_described,462.94,True
RET01647,TXN023755,CUST00189,PROD0280,2022-06-24,changed_mind,285.83,True
RET01648,TXN023763,CUST04213,PROD0261,2022-02-25,defective,1807.47,False
RET01649,TXN023765,CUST07643,PROD0438,2022-08-05,wrong_item,155.71,True
RET01650,TXN023779,CUST01048,PROD0396,2024-04-01,not_as_described,59.58,False
RET01651,TXN023783,CUST03414,PROD0215,2023-11-13,defective,490.08,True
RET01652,TXN023801,CUST00235,PROD0460,2024-06-23,late_delivery,114.54,False
RET01653,TXN023805,CUST03425,PROD0336,2022-12-24,not_as_described,52.69,True
RET01654,TXN023808,CUST07739,PROD0190,2024-11-09,not_as_described,294.45,True
RET01655,TXN023817,CUST01713,PROD0129,2025-01-04,changed_mind,1384.67,True
RET01656,TXN023833,CUST02436,PROD0464,2025-01-12,wrong_item,341.87,True
RET01657,TXN023839,CUST04266,PROD0091,2023-12-16,wrong_item,353.82,True
RET01658,TXN023853,CUST07577,PROD0247,2022-05-18,changed_mind,312.21,False
RET01659,TXN023855,CUST07734,PROD0080,2023-04-23,changed_mind,93.07,True
RET01660,TXN023879,CUST03000,PROD0077,2023-12-28,changed_mind,316.34,False
RET01661,TXN023886,CUST04663,PROD0303,2024-11-05,not_as_described,691.03,True
RET01662,TXN023890,CUST01435,PROD0296,2024-12-12,not_as_described,405.2,True
RET01663,TXN023942,CUST05463,PROD0170,2023-06-22,not_as_described,16.25,True
RET01664,TXN023947,CUST05566,PROD0014,2024-10-30,defective,81.32,False
RET01665,TXN023952,CUST02494,PROD0122,2023-05-29,changed_mind,654.1,True
RET01666,TXN023962,CUST03549,PROD0415,2024-11-17,late_delivery,185.33,True
RET01667,TXN024020,CUST01503,PROD0416,2024-06-14,defective,143.63,True
RET01668,TXN024027,CUST01518,PROD0103,2024-12-18,defective,251.82,True
RET01669,TXN024029,CUST03652,PROD0085,2022-07-26,wrong_item,763.29,False
RET01670,TXN024049,CUST02337,PROD0408,2024-05-03,late_delivery,34.33,False
RET01671,TXN024061,CUST00032,PROD0410,2022-12-16,changed_mind,282.49,True
RET01672,TXN024080,CUST01591,PROD0162,2024-12-23,not_as_described,99.62,True
RET01673,TXN024106,CUST06382,PROD0406,2024-01-16,not_as_described,42.34,True
RET01674,TXN024108,CUST00155,PROD0415,2022-04-20,late_delivery,166.8,True
RET01675,TXN024119,CUST05593,PROD0175,2023-11-09,late_delivery,116.98,True
RET01676,TXN024121,CUST07263,PROD0347,2022-08-21,late_delivery,266.22,False
RET01677,TXN024135,CUST00785,PROD0197,2023-12-29,changed_mind,3235.01,True
RET01678,TXN024169,CUST03911,PROD0476,2022-10-06,defective,84.92,True
RET01679,TXN024178,CUST04316,PROD0304,2024-09-08,not_as_described,1634.32,False
RET01680,TXN024188,CUST06979,PROD0230,2022-06-27,defective,18.41,False
RET01681,TXN024270,CUST04788,PROD0286,2023-07-06,defective,135.76,True
RET01682,TXN024325,CUST02283,PROD0097,2024-12-17,wrong_item,477.08,True
RET01683,TXN024329,CUST00894,PROD0173,2022-10-10,defective,770.43,True
RET01684,TXN024334,CUST01826,PROD0055,2023-04-18,not_as_described,188.93,False
RET01685,TXN024357,CUST02150,PROD0346,2023-10-28,changed_mind,372.03,False
RET01686,TXN024360,CUST04998,PROD0017,2022-05-07,late_delivery,237.2,True
RET01687,TXN024364,CUST04647,PROD0068,2024-09-23,not_as_described,187.64,True
RET01688,TXN024371,CUST01189,PROD0172,2023-01-01,wrong_item,49.02,False
RET01689,TXN024412,CUST01713,PROD0156,2024-09-11,defective,728.72,True
RET01690,TXN024424,CUST03223,PROD0023,2022-03-21,defective,127.68,True
RET01691,TXN024455,CUST03353,PROD0006,2024-05-26,wrong_item,143.26,True
RET01692,TXN024462,CUST07290,PROD0386,2022-08-06,defective,92.83,False
RET01693,TXN024494,CUST07229,PROD0116,2024-09-13,wrong_item,536.08,True
RET01694,TXN024499,CUST03248,PROD0212,2023-11-09,defective,554.85,False
RET01695,TXN024502,CUST07769,PROD0381,2024-08-25,changed_mind,758.76,False
RET01696,TXN024511,CUST05743,PROD0308,2024-07-28,late_delivery,379.41,True
RET01697,TXN024527,CUST05058,PROD0169,2024-12-14,changed_mind,1029.85,False
RET01698,TXN024555,CUST04079,PROD0011,2024-02-12,wrong_item,132.5,True
RET01699,TXN024559,CUST01713,PROD0324,2022-11-23,changed_mind,113.51,True
RET01700,TXN024568,CUST05867,PROD0396,2023-11-15,wrong_item,63.09,True
RET01701,TXN024577,CUST05345,PROD0195,2022-12-30,defective,502.14,True
RET01702,TXN024583,CUST07716,PROD0472,2023-05-23,late_delivery,191.55,False
RET01703,TXN024587,CUST03995,PROD0358,2023-11-29,wrong_item,139.99,True
RET01704,TXN024603,CUST05560,PROD0055,2022-08-18,changed_mind,755.72,True
RET01705,TXN024605,CUST05464,PROD0393,2022-07-27,wrong_item,586.19,True
RET01706,TXN024625,CUST05073,PROD0415,2024-12-13,changed_mind,176.06,True
RET01707,TXN024642,CUST00102,PROD0494,2022-02-23,wrong_item,420.58,True
RET01708,TXN024660,CUST03432,PROD0411,2023-06-05,wrong_item,1507.96,True
RET01709,TXN024681,CUST02291,PROD0305,2022-03-22,not_as_described,122.81,True
RET01710,TXN024695,CUST01836,PROD0128,2024-07-29,defective,475.64,True
RET01711,TXN024708,CUST02194,PROD0296,2022-08-03,not_as_described,384.94,False
RET01712,TXN024718,CUST02346,PROD0142,2024-12-28,defective,77.39,True
RET01713,TXN024720,CUST01557,PROD0199,2024-06-16,late_delivery,804.96,True
RET01714,TXN024721,CUST02495,PROD0331,2022-06-09,defective,104.82,False
RET01715,TXN024724,CUST06669,PROD0216,2023-09-12,changed_mind,3574.77,False
RET01716,TXN024728,CUST06190,PROD0169,2022-04-28,defective,1144.28,False
RET01717,TXN024756,CUST07655,PROD0226,2024-11-14,defective,167.52,False
RET01718,TXN024784,CUST05950,PROD0276,2022-10-03,not_as_described,1422.9,True
RET01719,TXN024787,CUST07888,PROD0135,2022-02-15,changed_mind,1362.27,False
RET01720,TXN024818,CUST05597,PROD0273,2023-01-14,late_delivery,962.49,True
RET01721,TXN024841,CUST00662,PROD0121,2022-07-30,not_as_described,827.76,True
RET01722,TXN024856,CUST06601,PROD0375,2023-01-15,defective,172.29,False
RET01723,TXN024857,CUST04359,PROD0195,2024-11-23,changed_mind,159.01,True
RET01724,TXN024860,CUST02099,PROD0350,2024-03-08,wrong_item,437.93,False
RET01725,TXN024861,CUST04275,PROD0084,2023-07-16,not_as_described,176.22,True
RET01726,TXN024885,CUST00668,PROD0110,2025-01-04,changed_mind,412.44,True
RET01727,TXN024893,CUST05944,PROD0238,2023-09-13,not_as_described,711.0,True
RET01728,TXN024901,CUST07300,PROD0473,2024-10-28,changed_mind,751.1,False
RET01729,TXN024907,CUST04850,PROD0430,2024-08-21,defective,85.04,False
RET01730,TXN024912,CUST05820,PROD0314,2023-01-15,defective,1387.46,True
RET01731,TXN024919,CUST02437,PROD0276,2023-06-16,late_delivery,1422.9,False
RET01732,TXN024923,CUST06267,PROD0011,2022-10-17,not_as_described,125.88,True
RET01733,TXN024928,CUST05950,PROD0095,2024-09-28,changed_mind,7347.53,True
RET01734,TXN024935,CUST06388,PROD0462,2024-02-16,not_as_described,10.65,True
RET01735,TXN024937,CUST02706,PROD0180,2023-08-21,wrong_item,106.35,True
RET01736,TXN025008,CUST01535,PROD0446,2023-06-13,changed_mind,31.28,False
RET01737,TXN025009,CUST03097,PROD0121,2024-05-05,changed_mind,413.88,True
RET01738,TXN025035,CUST02058,PROD0391,2024-05-15,changed_mind,2043.64,True
RET01739,TXN025047,CUST03719,PROD0447,2023-09-16,late_delivery,50.77,True
RET01740,TXN025052,CUST05403,PROD0122,2023-12-15,defective,1046.56,True
RET01741,TXN025066,CUST00376,PROD0468,2022-05-28,changed_mind,3315.18,False
RET01742,TXN025078,CUST01696,PROD0451,2022-12-10,wrong_item,99.08,True
RET01743,TXN025090,CUST04110,PROD0001,2023-09-10,changed_mind,51.64,False
RET01744,TXN025091,CUST00125,PROD0049,2023-04-02,wrong_item,21.14,True
RET01745,TXN025100,CUST01687,PROD0454,2023-06-17,not_as_described,64.62,True
RET01746,TXN025108,CUST01138,PROD0356,2022-09-29,defective,1365.93,True
RET01747,TXN025122,CUST05847,PROD0300,2022-06-13,defective,555.07,False
RET01748,TXN025124,CUST00930,PROD0124,2024-08-18,defective,3149.5,True
RET01749,TXN025134,CUST06698,PROD0169,2023-03-07,not_as_described,8009.96,True
RET01750,TXN025149,CUST04404,PROD0180,2023-03-14,wrong_item,22.39,False
RET01751,TXN025167,CUST03929,PROD0102,2024-11-30,changed_mind,358.52,False
RET01752,TXN025187,CUST01318,PROD0278,2024-06-09,wrong_item,174.58,False
RET01753,TXN025206,CUST06762,PROD0472,2024-07-03,not_as_described,1411.41,False
RET01754,TXN025222,CUST01285,PROD0363,2022-08-17,not_as_described,123.92,True
RET01755,TXN025228,CUST00264,PROD0460,2022-06-14,wrong_item,229.08,False
RET01756,TXN025245,CUST05471,PROD0087,2023-04-25,defective,162.16,False
RET01757,TXN025264,CUST05205,PROD0382,2024-03-18,late_delivery,38.4,True
RET01758,TXN025267,CUST01593,PROD0145,2022-11-30,defective,338.79,True
RET01759,TXN025312,CUST07309,PROD0203,2024-08-07,changed_mind,20.16,False
RET01760,TXN025335,CUST00073,PROD0353,2023-12-11,defective,192.1,True
RET01761,TXN025340,CUST06795,PROD0419,2024-08-17,late_delivery,756.06,True
RET01762,TXN025349,CUST05248,PROD0080,2024-01-14,late_delivery,279.21,False
RET01763,TXN025357,CUST05202,PROD0479,2023-03-05,defective,103.03,True
RET01764,TXN025371,CUST07385,PROD0463,2024-02-07,late_delivery,1614.09,False
RET01765,TXN025372,CUST01048,PROD0155,2022-05-23,not_as_described,450.44,True
RET01766,TXN025373,CUST07637,PROD0408,2023-02-06,not_as_described,32.61,True
RET01767,TXN025375,CUST00959,PROD0470,2023-08-12,changed_mind,268.04,True
RET01768,TXN025381,CUST01068,PROD0149,2023-05-23,wrong_item,269.0,True
RET01769,TXN025383,CUST02564,PROD0241,2024-01-08,defective,51.22,False
RET01770,TXN025442,CUST02424,PROD0423,2024-09-22,defective,326.14,True
RET01771,TXN025487,CUST00166,PROD0432,2024-01-11,not_as_described,65.13,True
RET01772,TXN025492,CUST06610,PROD0285,2024-06-27,defective,241.2,False
RET01773,TXN025538,CUST03277,PROD0451,2023-03-12,not_as_described,110.09,False
RET01774,TXN025544,CUST04495,PROD0326,2022-05-04,defective,190.07,False
RET01775,TXN025545,CUST07130,PROD0275,2022-07-31,not_as_described,29.24,False
RET01776,TXN025547,CUST00890,PROD0036,2022-07-05,not_as_described,20.57,True
RET01777,TXN025577,CUST02719,PROD0220,2022-01-20,changed_mind,142.07,True
RET01778,TXN025589,CUST03219,PROD0335,2023-05-26,defective,717.84,True
RET01779,TXN025601,CUST06032,PROD0448,2023-02-14,wrong_item,14.61,False
RET01780,TXN025649,CUST01997,PROD0472,2023-09-09,late_delivery,362.93,False
